customer_id,display_name,structure,is_company,jurisdiction,pep_level,cash_intensive_business,primary_matter_type,designated_service,delivery_channel,occupation,declared_annual_income_aud,onboarded_date,customer_type_score,jurisdiction_score,service_score,channel_score
CUST-10132,Gilbert LLC,Pty Ltd Company - multi-layer ownership,True,New Zealand,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Retail Manager,86000.0,2026-02-25,1,0,1,0
CUST-10133,Kelley-Smith,Discretionary Trust,True,Germany,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Company Director,332000.0,2026-01-31,1,0,0,1
CUST-10134,Jeffrey Carpenter,Individual,False,Canada,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Administrator,55000.0,2025-08-23,0,0,2,0
CUST-10135,Julie Ramos,Individual,False,Singapore,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Remote (video/email only),Accountant,137000.0,2026-02-13,0,0,0,1
CUST-10136,Dixon Ltd,Discretionary Trust,True,Singapore,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Tradesperson,95000.0,2025-10-27,1,0,0,1
CUST-10137,Hopkins LLC,Pty Ltd Company - multi-layer ownership,True,Panama,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Public Servant,47000.0,2025-08-27,1,1,0,0
CUST-10138,"Beck, Harvey and Davis",Foreign-incorporated entity,True,Canada,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,159000.0,2024-09-27,1,0,0,0
CUST-10139,Cynthia Collins,Individual,False,United Kingdom,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Administrator,63000.0,2025-07-27,0,0,2,0
CUST-10140,Hernandez Inc,Foreign-incorporated entity,True,Myanmar,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Nurse,71000.0,2026-07-28,1,2,1,0
CUST-10141,John Atkinson,Individual,False,Japan,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Remote (video/email only),Tradesperson,59000.0,2025-04-08,0,0,0,1
CUST-10142,Jason Soto,Individual,False,United Arab Emirates,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Via intermediary/referrer,Real Estate Agent,178000.0,2026-06-18,0,1,2,1
CUST-10143,Higgins Group,Unit Trust,True,Canada,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Remote (video/email only),Small Business Owner,218000.0,2025-12-24,0,0,1,1
CUST-10144,Ross-Hernandez,Discretionary Trust,True,Yemen,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Company Director,338000.0,2025-04-20,0,2,2,0
CUST-10145,"Smith, Potter and Carrillo",Unit Trust,True,Japan,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Remote (video/email only),Administrator,71000.0,2025-02-05,1,0,1,1
CUST-10146,Osborne and Sons,Foreign-incorporated entity,True,United Kingdom,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Real Estate Agent,116000.0,2025-09-27,1,0,0,1
CUST-10147,Tyler Holmes,Individual,False,Canada,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Engineer,162000.0,2025-03-27,0,0,2,0
CUST-10148,David Charles,Individual,False,United Kingdom,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Remote (video/email only),Small Business Owner,105000.0,2024-11-05,0,0,1,1
CUST-10149,Anderson-Marshall,Foreign-incorporated entity,True,United States,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,175000.0,2025-10-18,1,0,0,0
CUST-10150,"Travis, Larson and Dodson",Discretionary Trust,True,Japan,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Public Servant,55000.0,2025-10-07,0,0,0,0
CUST-10151,Salazar-Ball,Pty Ltd Company - multi-layer ownership,True,Singapore,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Nurse,68000.0,2025-11-23,1,0,1,0
CUST-10152,"Simmons, Meadows and Griffin",Discretionary Trust,True,New Zealand,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Investment Manager,529000.0,2025-10-07,0,0,0,0
CUST-10153,Scott Cole,Individual,False,Germany,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Public Servant,70000.0,2025-12-20,0,0,0,0
CUST-10154,Sara Ramirez,Individual,False,Australia,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Teacher,67000.0,2025-11-26,0,0,2,0
CUST-10155,"Washington, Allen and Gonzales",Pty Ltd Company - multi-layer ownership,True,Singapore,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Small Business Owner,143000.0,2025-05-19,1,0,2,0
CUST-10156,"Mitchell, Nelson and Flores",Unit Trust,True,New Zealand,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Remote (video/email only),Retail Manager,83000.0,2025-03-20,1,0,1,1
CUST-10157,"Miller, Hernandez and Reyes",Family Trust,True,Australia,Domestic PEP (low profile),False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Tradesperson,52000.0,2025-10-01,1,0,2,0
CUST-10158,Daniel Perry,Individual,False,Canada,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Real Estate Agent,154000.0,2026-08-06,0,0,2,0
CUST-10159,Daniels-Perry,Pty Ltd Company - multi-layer ownership,True,New Zealand,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Administrator,84000.0,2025-01-08,1,0,0,0
CUST-10160,Wall Group,Foreign-incorporated entity,True,Australia,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Small Business Owner,167000.0,2026-05-03,1,0,0,0
CUST-10161,Lauren Dominguez,Individual,False,Iran,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Accountant,204000.0,2026-06-21,0,2,1,0
CUST-10162,Pamela James,Individual,False,Singapore,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Tradesperson,62000.0,2025-08-26,0,0,0,0
CUST-10163,Bender LLC,Pty Ltd Company - simple,True,United States,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Import/Export Trader,513000.0,2026-01-23,0,0,0,0
CUST-10164,Castaneda-Ashley,Discretionary Trust,True,Singapore,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Engineer,142000.0,2025-09-04,0,0,0,0
CUST-10165,Paul Payne,Individual,False,Canada,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),IT Consultant,120000.0,2025-02-18,0,0,2,1
CUST-10166,"Hurst, Freeman and Nelson",Pty Ltd Company - simple,True,Canada,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Engineer,123000.0,2025-12-28,0,0,1,0
CUST-10167,Mr. Michael Yates,Individual,False,Panama,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,IT Consultant,146000.0,2025-04-23,0,1,1,0
CUST-10168,"Martin, Mcdonald and Anderson",Discretionary Trust,True,Canada,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Administrator,81000.0,2026-02-25,0,0,0,1
CUST-10169,"Ferguson, Meadows and Vargas",Family Trust,True,United Kingdom,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Remote (video/email only),Administrator,93000.0,2026-07-16,0,0,0,1
CUST-10170,Angela Patterson,Individual,False,New Zealand,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Via intermediary/referrer,Accountant,206000.0,2026-04-08,0,0,2,1
CUST-10171,White-Green,Unit Trust,True,United States,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Small Business Owner,187000.0,2025-01-19,0,0,2,1
CUST-10172,Jesse Rogers,Individual,False,Japan,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Nurse,69000.0,2025-12-12,0,0,0,0
CUST-10173,Diana Bean,Individual,False,United States,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Small Business Owner,128000.0,2025-08-20,0,0,1,0
CUST-10174,Ruben Ruiz,Individual,False,United Arab Emirates,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Via intermediary/referrer,Import/Export Trader,482000.0,2024-11-07,0,1,2,1
CUST-10175,"Ryan, Cooke and Bell",Pty Ltd Company - simple,True,United States,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Import/Export Trader,378000.0,2025-02-07,0,0,1,0
CUST-10176,"Jones, Bernard and Williams",Discretionary Trust,True,United States,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,105000.0,2026-06-21,0,0,0,0
CUST-10177,Herring and Sons,Unit Trust,True,United States,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Remote (video/email only),Administrator,55000.0,2026-05-22,0,0,1,1
CUST-10178,Howell and Sons,Unit Trust,True,Australia,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Real Estate Agent,185000.0,2026-08-20,0,0,2,0
CUST-10179,Michael Elliott,Individual,False,Australia,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Via intermediary/referrer,Company Director,595000.0,2025-04-27,0,0,2,1
CUST-10180,Michael Wang,Individual,False,United Kingdom,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Property Developer,550000.0,2025-08-02,0,0,0,0
CUST-10181,Obrien Ltd,Family Trust,True,Vanuatu,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Engineer,111000.0,2026-08-20,0,1,0,0
CUST-10182,Paula Martin,Individual,False,Germany,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Public Servant,62000.0,2025-11-14,0,0,2,0
CUST-10183,Kenneth Hickman,Individual,False,New Zealand,Domestic PEP (low profile),False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Tradesperson,47000.0,2024-12-19,1,0,0,0
CUST-10184,Susan Brooks,Individual,False,Australia,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),IT Consultant,158000.0,2025-10-31,0,0,1,1
CUST-10185,Christina Vargas,Individual,False,Singapore,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Investment Manager,377000.0,2025-11-15,0,0,1,0
CUST-10186,Dana Terry,Individual,False,United Kingdom,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Administrator,79000.0,2025-03-04,0,0,2,0
CUST-10187,Jefferson-Burke,Pty Ltd Company - multi-layer ownership,True,Japan,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Real Estate Agent,202000.0,2026-03-29,1,0,2,0
CUST-10188,Hogan PLC,Discretionary Trust,True,Japan,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Retail Manager,77000.0,2025-08-09,0,0,1,0
CUST-10189,Hannah Patterson,Individual,False,United States,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Tradesperson,81000.0,2025-01-28,0,0,0,1
CUST-10190,Jonathan Peterson,Individual,False,Singapore,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Via intermediary/referrer,Company Director,504000.0,2025-04-20,0,0,1,1
CUST-10191,Samantha Garcia,Individual,False,United States,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Remote (video/email only),Tradesperson,77000.0,2025-10-12,0,0,1,1
CUST-10192,Reid-Poole,Pty Ltd Company - simple,True,Germany,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Nurse,64000.0,2025-06-26,0,0,2,1
CUST-10193,Jessica Gross,Individual,False,United States,Not a PEP,True,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Via intermediary/referrer,Accountant,132000.0,2026-02-04,2,0,2,1
CUST-10194,"Nelson, Morton and Medina",Pty Ltd Company - multi-layer ownership,True,United States,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Accountant,153000.0,2025-08-28,1,0,1,0
CUST-10195,Mr. Nicholas Adams,Individual,False,Vanuatu,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Via intermediary/referrer,Company Director,539000.0,2026-06-08,0,1,2,1
CUST-10196,Sandra Miller,Individual,False,Japan,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Tradesperson,68000.0,2026-06-23,0,0,0,1
CUST-10197,Sanchez-Marshall,Foreign-incorporated entity,True,Germany,Not a PEP,True,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Tradesperson,81000.0,2025-02-21,2,0,2,0
CUST-10198,"Barnett, Rogers and Snyder",Pty Ltd Company - simple,True,Democratic Republic of Congo,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Via intermediary/referrer,IT Consultant,119000.0,2025-03-02,0,2,0,1
CUST-10199,White-Lewis,Pty Ltd Company - simple,True,Canada,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Administrator,56000.0,2024-09-22,0,0,0,0
CUST-10200,Gina Beard,Individual,False,Australia,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,IT Consultant,105000.0,2025-06-05,0,0,2,0
CUST-10201,"Beard, Peters and Black",Pty Ltd Company - multi-layer ownership,True,New Zealand,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Property Developer,323000.0,2026-06-08,1,0,1,0
CUST-10202,Miller Ltd,Pty Ltd Company - simple,True,Australia,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Via intermediary/referrer,Accountant,211000.0,2025-10-21,0,0,0,1
CUST-10203,Justin Allen,Individual,False,Japan,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Remote (video/email only),Administrator,81000.0,2025-03-29,0,0,0,1
CUST-10204,Brewer-Henry,Pty Ltd Company - multi-layer ownership,True,Cambodia,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Via intermediary/referrer,Administrator,59000.0,2025-05-19,1,1,0,1
CUST-10205,Davis and Sons,Discretionary Trust,True,Japan,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,IT Consultant,184000.0,2026-03-19,1,0,0,0
CUST-10206,Holt-Torres,Family Trust,True,United Kingdom,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Property Developer,357000.0,2026-04-10,1,0,0,0
CUST-10207,Kara Schmidt,Individual,False,Germany,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Teacher,75000.0,2025-09-25,0,0,0,0
CUST-10208,Barajas-Pierce,Family Trust,True,Democratic Republic of Congo,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Via intermediary/referrer,Investment Manager,480000.0,2025-11-21,1,2,2,1
CUST-10209,Warner-Nelson,Pty Ltd Company - simple,True,United Kingdom,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,126000.0,2025-12-14,0,0,0,0
CUST-10210,Hall-Griffith,Discretionary Trust,True,United States,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Via intermediary/referrer,Tradesperson,64000.0,2025-05-30,0,0,0,1
CUST-10211,Wilson-Herrera,Pty Ltd Company - multi-layer ownership,True,United Kingdom,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Public Servant,93000.0,2025-10-29,1,0,1,0
CUST-10212,"Lopez, Robinson and Washington",Discretionary Trust,True,United States,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Investment Manager,445000.0,2024-09-24,0,0,0,0
CUST-10213,"Lawrence, Wolf and Carlson",Unit Trust,True,Democratic Republic of Congo,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Remote (video/email only),Public Servant,79000.0,2025-10-17,1,2,0,1
CUST-10214,Dr. Elizabeth Ward,Individual,False,United Kingdom,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Engineer,145000.0,2024-09-14,0,0,0,0
CUST-10215,Smith-Ferguson,Family Trust,True,Singapore,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Administrator,63000.0,2026-07-09,0,0,0,0
CUST-10216,Williams-Brown,Foreign-incorporated entity,True,Japan,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Nurse,71000.0,2025-01-06,1,0,0,0
CUST-10217,Terry-Martinez,Foreign-incorporated entity,True,Singapore,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Face-to-face,Property Developer,260000.0,2025-06-24,1,0,2,0
CUST-10218,Katherine Salas,Individual,False,Cyprus,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Teacher,67000.0,2025-05-17,0,1,1,0
CUST-10219,"Mitchell, Mendoza and Peterson",Pty Ltd Company - multi-layer ownership,True,United Arab Emirates,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Remote (video/email only),IT Consultant,211000.0,2025-12-17,1,1,1,1
CUST-10220,King Group,Unit Trust,True,United Kingdom,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Nurse,54000.0,2025-07-14,0,0,2,0
CUST-10221,Austin Vasquez,Individual,False,United States,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Administrator,85000.0,2026-06-20,0,0,0,1
CUST-10222,"Soto, Brown and Hernandez",Foreign-incorporated entity,True,Vanuatu,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Accountant,161000.0,2024-11-07,1,1,2,0
CUST-10223,"Avery, Miller and Wright",Pty Ltd Company - multi-layer ownership,True,Japan,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Face-to-face,Real Estate Agent,210000.0,2024-12-27,1,0,2,0
CUST-10224,Jennifer Carlson,Individual,False,Singapore,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Public Servant,66000.0,2026-04-04,0,0,1,0
CUST-10225,"Perez, Mills and Hayes",Foreign-incorporated entity,True,United Kingdom,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,IT Consultant,118000.0,2025-05-19,1,0,1,0
CUST-10226,Evans-Chapman,Foreign-incorporated entity,True,Panama,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Remote (video/email only),Property Developer,375000.0,2025-04-07,1,1,1,1
CUST-10227,Torres-Oliver,Family Trust,True,Germany,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Teacher,59000.0,2026-03-04,0,0,0,1
CUST-10228,"Choi, Garcia and Farmer",Discretionary Trust,True,Germany,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Real Estate Agent,163000.0,2025-05-29,0,0,0,0
CUST-10229,"Clark, Guerrero and Moore",Unit Trust,True,Japan,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Property Developer,320000.0,2026-05-26,0,0,1,0
CUST-10230,Arnold and Sons,Discretionary Trust,True,New Zealand,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Remote (video/email only),Accountant,116000.0,2026-01-24,1,0,1,1
CUST-10231,Jerry Wheeler,Individual,False,Singapore,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Real Estate Agent,167000.0,2025-03-15,0,0,1,0
CUST-10232,David Mann,Individual,False,Cambodia,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Remote (video/email only),Nurse,81000.0,2025-12-13,0,1,1,1
CUST-10233,"Heath, Jones and Hall",Family Trust,True,Canada,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Company Director,373000.0,2025-08-11,0,0,0,1
CUST-10234,French-Weber,Discretionary Trust,True,Singapore,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Remote (video/email only),Real Estate Agent,201000.0,2025-07-12,0,0,0,1
CUST-10235,Taylor Coleman,Individual,False,United States,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Engineer,202000.0,2025-09-06,0,0,0,0
CUST-10236,Maria Kerr,Individual,False,Cambodia,Domestic PEP (low profile),False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Public Servant,55000.0,2024-09-17,1,1,1,0
CUST-10237,Andrea Martin,Individual,False,Canada,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,Teacher,64000.0,2024-10-28,0,0,0,0
CUST-10238,Paul Carroll,Individual,False,Panama,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Remote (video/email only),Small Business Owner,122000.0,2026-06-05,0,1,0,1
CUST-10239,Caleb Barker,Individual,False,Germany,Foreign PEP (high profile),False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Via intermediary/referrer,Nurse,69000.0,2026-01-01,2,0,0,1
CUST-10240,"Powell, Nelson and Fernandez",Family Trust,True,United Arab Emirates,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,IT Consultant,175000.0,2026-06-14,0,1,0,0
CUST-10241,Miller-Williams,Unit Trust,True,United Kingdom,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Via intermediary/referrer,Accountant,202000.0,2026-05-13,1,0,1,1
CUST-10242,Frank Wright,Individual,False,Japan,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,IT Consultant,164000.0,2024-12-17,0,0,1,0
CUST-10243,Perez Ltd,Foreign-incorporated entity,True,Australia,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Face-to-face,IT Consultant,188000.0,2025-10-25,1,0,0,0
CUST-10244,Laura Sampson,Individual,False,United States,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Teacher,94000.0,2025-10-03,0,0,2,1
CUST-10245,Miss Debra Williams PhD,Individual,False,Japan,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Via intermediary/referrer,Small Business Owner,168000.0,2026-08-09,0,0,2,1
CUST-10246,Stone-Ramos,Pty Ltd Company - simple,True,Australia,Not a PEP,False,Business Sale & Purchase,Item 3 - Managing client money in a transaction,Remote (video/email only),Accountant,148000.0,2025-07-08,0,0,0,1
CUST-10247,Zachary Graham,Individual,False,United Kingdom,Not a PEP,False,Nominee Shareholder Arrangement,Item 8 - Acting as nominee shareholder,Via intermediary/referrer,Investment Manager,424000.0,2025-07-19,0,0,2,1
CUST-10248,Costa-Harrison,Foreign-incorporated entity,True,New Zealand,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Public Servant,51000.0,2024-12-05,1,0,1,0
CUST-10249,Cook-Santiago,Foreign-incorporated entity,True,Cyprus,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Import/Export Trader,283000.0,2026-04-16,1,1,0,0
CUST-10250,Rivera Ltd,Pty Ltd Company - simple,True,New Zealand,Not a PEP,True,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Administrator,94000.0,2024-11-19,2,0,0,0
CUST-10251,Matthew Morales DDS,Individual,False,Singapore,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Teacher,90000.0,2024-10-02,0,0,1,0
CUST-10252,Brandon King,Individual,False,Australia,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Nurse,54000.0,2026-07-18,0,0,1,0
CUST-10253,Cordova Group,Unit Trust,True,Japan,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Retail Manager,51000.0,2026-07-01,0,0,1,0
CUST-10254,Samantha Smith,Individual,False,Australia,Not a PEP,False,Nominee Director Arrangement,Item 7 - Acting as director for a client entity,Remote (video/email only),Real Estate Agent,136000.0,2025-02-03,0,0,2,1
CUST-10255,"Murray, Brown and Stone",Discretionary Trust,True,Democratic People's Republic of Korea,Not a PEP,False,Trust Establishment,Item 7 - Acting as trustee for a client entity,Face-to-face,Accountant,220000.0,2025-02-10,0,2,1,0
CUST-10256,Kathleen Ramos,Individual,False,Japan,Domestic PEP (low profile),False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Via intermediary/referrer,Administrator,64000.0,2025-10-13,1,0,0,1
CUST-10257,Derek Anderson,Individual,False,United States,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Remote (video/email only),Nurse,90000.0,2025-03-09,0,0,1,1
CUST-10258,Kim-Wolfe,Family Trust,True,Singapore,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Accountant,104000.0,2026-04-12,0,0,0,0
CUST-10259,William Lynch,Individual,False,Singapore,Not a PEP,False,Debt Financing Transaction,Item 4 - Assisting with debt financing,Face-to-face,Teacher,92000.0,2026-04-06,0,0,1,0
CUST-10260,Mckinney LLC,Foreign-incorporated entity,True,United Arab Emirates,Not a PEP,False,Estate Administration,Item 3 - Managing client money in a transaction,Face-to-face,Nurse,68000.0,2025-05-06,1,1,0,0
CUST-10261,"Smith, Russell and Walker",Pty Ltd Company - simple,True,New Zealand,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Investment Manager,255000.0,2025-12-12,0,0,0,0
CUST-10262,Murray Inc,Pty Ltd Company - multi-layer ownership,True,Australia,Not a PEP,False,Company Formation,Item 7 - Acting as director/secretary for a client entity,Face-to-face,Public Servant,73000.0,2025-02-06,1,0,1,0
CUST-10263,Brittany Cantu,Individual,False,United Arab Emirates,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,IT Consultant,111000.0,2025-07-09,0,1,0,0
CUST-10264,Hicks-Hill,Pty Ltd Company - multi-layer ownership,True,New Zealand,Not a PEP,False,Commercial Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Administrator,67000.0,2026-04-14,1,0,0,0
CUST-10265,Veronica Sanchez,Individual,False,Singapore,Not a PEP,False,Residential Conveyancing,Item 3 - Managing client money in a transaction,Face-to-face,Accountant,157000.0,2025-07-28,0,0,0,0
